,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.012790330944988356,0.2901779299656647,6.283731892318164,4.738915828776837,0.4276626524384648,2.994091696375426,0.455321716701886,0.03258766691337815,0.8979150542502421,66.7238232997567,151.4476465995134,1753.4476465995135
