,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.00010474280701010738,0.9771797924025345,50.0,4.075578883120937,0.0,0.0,0.9821738452574821,0.4249594647996857,1.0,100.98666058424476,219.97332116848952,1821.9733211684895
