,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.49325570055330115,0.6856919038874191,9.577360052324732,6.347815290106692,0.33711919124639467,1.9108264608526244,0.6426496343239345,0.43873674078607217,0.885029118557954,56.97356586717236,131.94713173434474,1733.9471317343448
