,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.553314369296139,0.33139091712216867,2.429373516411689,3.391241137530508,0.0,0.0,0.943767606007369,1.0,79.30641551997768,174.61283103995535,1598.6128310399554
