,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.0011353715332382227,0.005220045813439744,50.0,1.1273747634311395,0.0,0.0,0.9839546075424643,0.0,0.27430863548682327,110.91448506513504,239.82897013027008,1841.8289701302701
