,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.6812819108646528,0.5348919524795152,4.579598696473861,5.708922176055223,0.5925645337199128,1.6876584309995715,0.4413610866134317,1.0,54.03312700706941,124.06625401413882,1548.0662540141388
