,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.0011738927917772505,0.18266526668547003,30.0,10.833072117362251,0.054679969690497224,1.8748817634992045,0.8832333926491499,0.6190054103607706,0.7395216213808655,63.463763436393734,144.92752687278747,1746.9275268727874
