,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.7414728937668983,0.6626697006294237,2.7919848046994,1.908575564513103,0.9905318518491939,0.42668891729982916,0.8802281535003551,0.021301398407530328,79.12188196133754,174.24376392267507,1598.243763922675
