,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.34902643188606314,0.6936851084739701,2.18690456191144,5.256893197391268,0.10811071445506573,2.205167714593677,0.4252363269831218,1.0,68.42664580177814,152.85329160355627,1576.8532916035563
