,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.11814464098105097,0.023119394001175488,4.142103882914007,3.08176075924593,0.0,0.0,0.1571004060911863,1.0,101.43985982969149,218.87971965938297,1642.879719659383
