,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.0016283455047598288,0.034862635764038294,29.251955353548734,10.377208408514946,0.0,0.0,0.8931454848943918,0.6956783654251796,0.7970109496829173,87.2987226276692,192.5974452553384,1794.5974452553385
