,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.16904281288704345,0.2513373497413306,5.419784116291415,6.831570550871349,0.12237854852367872,1.6376043328521013,0.39169101223551195,0.6057387998887372,0.5602981474086391,74.30062395227927,166.60124790455853,1768.6012479045585
