,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.051045862005684825,0.0001410889105530573,2.878156695857325,30.0,0.9417746583172742,0.9031881597919146,0.9716641059438135,1.0,90.49038868951224,196.9807773790245,1620.9807773790244
