,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.4549151499228123,0.0499363647678269,2.4387300506828233,2.5549594971350498,0.21750946072558616,0.695430209344479,0.12930731495778722,0.4615061949788313,0.649766672274477,122.64910385648969,263.2982077129794,1865.2982077129793
