,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.5847964944614616,0.15027195862670578,1.2283445004738918,5.199865747499589,0.14352648221188727,0.6401896932815708,0.2686166509576271,0.6565959611124644,0.6909480684488247,101.05276790711676,220.10553581423352,1822.1055358142335
