,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.34954880450768966,0.24413896734709387,4.6025720597201145,4.449767130430299,0.8993276476678146,0.23297091675418552,1.0,1.0,63.971281329813685,143.94256265962736,1567.9425626596274
