,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.26727071506540634,0.7047312777676212,2.3089227155349,5.407343347872425,0.11397681597183133,1.8796891762604622,0.7001689361205595,0.38816408596870466,1.0,67.56914015332883,153.13828030665766,1755.1382803066576
