,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.39798733982673756,1.0,3.376406295282656,3.044132179697108,0.5326277968696952,1.7245808099707827,0.5213248689185596,0.4646009206818955,60.34052756476282,136.68105512952565,1560.6810551295257
