,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.4840241749194759,0.54932563605764,1.990182293711146,1.8328959211471523,0.44026771563605793,0.8818241727521505,1.0,0.9688653593297671,80.74340990458316,177.48681980916632,1601.4868198091663
