,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.12383886021594316,0.0,1.0317681555741083,0.0,0.0,0.0,1.0,1.0,123.0305867368967,262.06117347379336,1686.0611734737934
