,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.00017117659128285025,0.0,0.4525277403034115,13.558711909602348,1.0,0.5615391134304342,0.0,1.0,1.0,117.50917149184036,253.01834298368072,1855.0183429836807
