,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.01575909655912678,0.3588766701784908,3.5576122629923175,0.1345327618228566,0.0,0.0,0.10496632491684615,1.0,0.9590066592853216,109.43942943494513,236.87885886989025,1838.8788588698903
