,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.4222635473464436,0.2953686395357932,2.2117531230173615,3.033807949762024,0.027079447483195677,2.361217821402976,1.0,0.776963750160196,1.0,78.03526598194374,174.07053196388748,1776.0705319638876
