,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.011736293182218615,0.020643025947827746,0.0,4.720275509546143,0.39784249428243695,0.31345939403509565,0.995210124680969,1.0,120.72430382420595,257.4486076484119,1681.4486076484118
