,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.01147223316223077,0.34496573853423274,5.593965168474879,3.085108821358552,0.31896390968255317,1.741135954109771,0.9135975482715738,0.037426732868034086,0.7058913300356132,81.4353396698795,180.870679339759,1782.870679339759
